=== Start 2025-10-26T11:16:02+00:00 ===
[OK] 799.jpg 1600x1600 -> 1200x1200; size 747791 -> 75984
[OK] 800.jpg 1600x1600 -> 1200x1200; size 741699 -> 77030
[OK] 801.jpg 1600x1600 -> 1200x1200; size 773722 -> 78272
[OK] 802.jpg 1600x1600 -> 1200x1200; size 686347 -> 69776
[OK] 803.jpg 1600x1600 -> 1200x1200; size 709861 -> 71731
[OK] 804.jpg 1600x1600 -> 1200x1200; size 750327 -> 76018
[OK] 805.jpg 1600x1600 -> 1200x1200; size 609302 -> 91409
[OK] 806.jpg 1600x1600 -> 1200x1200; size 609338 -> 90102
[OK] 807.jpg 1600x1600 -> 1200x1200; size 888474 -> 115056
[OK] 808.jpg 1600x1600 -> 1200x1200; size 770606 -> 78513
[OK] 809.jpg 1600x1600 -> 1200x1200; size 880764 -> 89050
[OK] 810.jpg 1600x1600 -> 1200x1200; size 722336 -> 71906
[OK] 811.jpg 1600x1600 -> 1200x1200; size 619821 -> 63508
[OK] 812.jpg 1600x1600 -> 1200x1200; size 715777 -> 78197
[OK] 813.jpg 1600x1600 -> 1200x1200; size 833964 -> 89827
[OK] 814.jpg 1600x1600 -> 1200x1200; size 906279 -> 120452
[OK] 815.jpg 1600x1600 -> 1200x1200; size 647448 -> 105223
[OK] 816.jpg 1600x1600 -> 1200x1200; size 903190 -> 106902
[OK] 817.jpg 1600x1600 -> 1200x1200; size 850355 -> 93365
[OK] 818.jpg 1600x1600 -> 1200x1200; size 843813 -> 93432
[OK] 819.jpg 1600x1600 -> 1200x1200; size 856493 -> 93043
[OK] 820.jpg 1600x1600 -> 1200x1200; size 777338 -> 84172
[OK] 821.jpg 1600x1600 -> 1200x1200; size 762746 -> 82182
[OK] 822.jpg 1600x1600 -> 1200x1200; size 763579 -> 82295
[OK] 823.jpg 1600x1600 -> 1200x1200; size 611041 -> 99283
[OK] 824.jpg 1600x1600 -> 1200x1200; size 842239 -> 90580
[OK] 825.jpg 1600x1600 -> 1200x1200; size 879420 -> 117102
[OK] 826.jpg 1600x1600 -> 1200x1200; size 851614 -> 84534
[OK] 827.jpg 1600x1600 -> 1200x1200; size 744830 -> 81531
[OK] 835.jpg 1600x1600 -> 1200x1200; size 772301 -> 65673
[OK] 836.jpg 1600x1600 -> 1200x1200; size 861298 -> 85892
[OK] 837.jpg 1600x1600 -> 1200x1200; size 619094 -> 73663
[OK] 839.jpg 1600x1600 -> 1200x1200; size 617594 -> 74809
[OK] 841.jpg 1703x1600 -> 1200x1127; size 1089815 -> 80523
[OK] 842.jpg 1600x1600 -> 1200x1200; size 866643 -> 52890
[OK] 843.jpg 1600x1600 -> 1200x1200; size 600049 -> 62229
[OK] 844.jpg 1600x1600 -> 1200x1200; size 793367 -> 53485
[OK] 845.jpg 1600x1600 -> 1200x1200; size 520045 -> 57100
[OK] 846.jpg 1600x1600 -> 1200x1200; size 514993 -> 55826
[OK] 847.jpg 1600x1600 -> 1200x1200; size 677630 -> 72357
[OK] 848.jpg 1600x1600 -> 1200x1200; size 917685 -> 55962
[OK] 849.jpg 1600x1600 -> 1200x1200; size 633334 -> 63663
[OK] 850.jpg 1600x1600 -> 1200x1200; size 733198 -> 51754
[OK] 851.jpg 1600x1600 -> 1200x1200; size 548137 -> 58754
[OK] 852.jpg 1600x1600 -> 1200x1200; size 866396 -> 84129
[OK] 853.jpg 1600x1600 -> 1200x1200; size 294374 -> 37852
[OK] 854.jpg 1703x1600 -> 1200x1127; size 455970 -> 49161
[OK] 855.jpg 1600x1600 -> 1200x1200; size 548482 -> 65526
[OK] 856.jpg 1600x1600 -> 1200x1200; size 497520 -> 50255
[OK] 857.jpg 1703x1600 -> 1200x1127; size 220687 -> 47842
[OK] 858.jpg 1600x1600 -> 1200x1200; size 524810 -> 69112
[OK] 859.jpg 1600x1600 -> 1200x1200; size 706801 -> 65155
[OK] 872.jpg 1600x1600 -> 1200x1200; size 725566 -> 66699
[OK] 887.jpg 1600x1600 -> 1200x1200; size 118755 -> 86208
[OK] 888.jpg 1703x1600 -> 1200x1127; size 440798 -> 38722
[OK] 15901.jpg 1703x1600 -> 1200x1127; size 29662 -> 35314
[OK] 860.jpg 1600x1600 -> 1200x1200; size 723622 -> 72824
[OK] 861.jpg 1600x1600 -> 1200x1200; size 706519 -> 65561
[OK] 862.jpg 1600x1600 -> 1200x1200; size 747162 -> 70132
[OK] 863.jpg 1600x1600 -> 1200x1200; size 741917 -> 72651
[OK] 864.jpg 1600x1600 -> 1200x1200; size 777794 -> 67611
[OK] 865.jpg 1600x1600 -> 1200x1200; size 741818 -> 72370
[OK] 866.jpg 1600x1600 -> 1200x1200; size 648609 -> 62249
[OK] 867.jpg 1600x1600 -> 1200x1200; size 800982 -> 72732
[OK] 868.jpg 1600x1600 -> 1200x1200; size 707218 -> 70327
[OK] 869.jpg 1600x1600 -> 1200x1200; size 704187 -> 69454
[OK] 870.jpg 1600x1600 -> 1200x1200; size 805079 -> 77814
[OK] 871.jpg 1600x1600 -> 1200x1200; size 810983 -> 76698
[OK] 873.jpg 1600x1600 -> 1200x1200; size 725642 -> 67765
[OK] 874.jpg 1600x1600 -> 1200x1200; size 811998 -> 74999
[OK] 875.jpg 1600x1600 -> 1200x1200; size 669757 -> 63211
[OK] 876.jpg 1600x1600 -> 1200x1200; size 756318 -> 67327
[OK] 877.jpg 1703x1600 -> 1200x1127; size 614998 -> 75731
[OK] 878.jpg 1600x1600 -> 1200x1200; size 664673 -> 119944
[OK] 879.jpg 1600x1600 -> 1200x1200; size 832398 -> 75864
[OK] 880.jpg 1600x1600 -> 1200x1200; size 783945 -> 71126
[OK] 881.jpg 1600x1600 -> 1200x1200; size 783027 -> 76416
[OK] 882.jpg 1600x1600 -> 1200x1200; size 752264 -> 69239
[OK] 883.jpg 1600x1600 -> 1200x1200; size 803789 -> 73184
[OK] 884.jpg 1600x1600 -> 1200x1200; size 806107 -> 77909
[OK] 885.jpg 1600x1600 -> 1200x1200; size 735483 -> 70441
[OK] 889.jpg 1600x1600 -> 1200x1200; size 868209 -> 76426
[OK] 890.jpg 1600x1600 -> 1200x1200; size 893275 -> 76896
[OK] 891.jpg 1600x1600 -> 1200x1200; size 843767 -> 99356
[OK] 892.jpg 1600x1600 -> 1200x1200; size 548089 -> 73960
[OK] 893.jpg 1600x1600 -> 1200x1200; size 696352 -> 63080
[OK] 894.jpg 1600x1600 -> 1200x1200; size 587386 -> 91656
[OK] 909.jpg 1600x1600 -> 1200x1200; size 1008929 -> 174091
[OK] 927.jpg 1600x1600 -> 1200x1200; size 540031 -> 61748
[OK] 930.jpg 1600x1600 -> 1200x1200; size 872878 -> 149106
[OK] 932.jpg 1600x1600 -> 1200x1200; size 573640 -> 72806
[OK] 943.jpg 1600x1600 -> 1200x1200; size 819132 -> 229376
[OK] 944.jpg 1600x1600 -> 1200x1200; size 877133 -> 203323
[OK] 945.jpg 1600x1600 -> 1200x1200; size 906949 -> 196435
[OK] 946.jpg 1600x1600 -> 1200x1200; size 946601 -> 211969
[OK] 958.jpg 1600x1600 -> 1200x1200; size 709591 -> 79668
[OK] 965.jpg 1600x1600 -> 1200x1200; size 532083 -> 60799
[OK] 967.jpg 1600x1600 -> 1200x1200; size 610562 -> 63986
[OK] 968.jpg 1600x1600 -> 1200x1200; size 800167 -> 73594
[OK] 969.jpg 1600x1600 -> 1200x1200; size 601846 -> 83629
[OK] 970.jpg 1600x1600 -> 1200x1200; size 595986 -> 63820
[OK] 972.jpg 1600x1600 -> 1200x1200; size 786751 -> 73160
[OK] 973.jpg 1600x1600 -> 1200x1200; size 660395 -> 66427
[OK] 974.jpg 1600x1600 -> 1200x1200; size 652481 -> 90850
[OK] 979.jpg 1600x1600 -> 1200x1200; size 589193 -> 44608
[OK] 15585.jpg 1600x1600 -> 1200x1200; size 858539 -> 152024
[OK] 15586.jpg 1600x1600 -> 1200x1200; size 901399 -> 169109
[OK] 15587.jpg 1600x1600 -> 1200x1200; size 795281 -> 165147
[OK] 15599.jpg 1600x1600 -> 1200x1200; size 774316 -> 119887
[OK] 15600.jpg 1600x1600 -> 1200x1200; size 845594 -> 194819
[OK] 15588.jpg 1600x1600 -> 1200x1200; size 698514 -> 75499
[OK] 15589.jpg 1600x1600 -> 1200x1200; size 636214 -> 67136
[OK] 15590.jpg 1600x1600 -> 1200x1200; size 635677 -> 70385
[OK] 15591.jpg 1600x1600 -> 1200x1200; size 645637 -> 69067
[OK] 15592.jpg 1600x1600 -> 1200x1200; size 887125 -> 141928
[OK] 15601.jpg 1600x1600 -> 1200x1200; size 603500 -> 70915
[OK] 15602.jpg 1600x1600 -> 1200x1200; size 642490 -> 76993
[OK] 15603.jpg 1600x1600 -> 1200x1200; size 574182 -> 69447
[OK] 15604.jpg 1600x1600 -> 1200x1200; size 661615 -> 76486
[OK] 15605.jpg 1600x1600 -> 1200x1200; size 602461 -> 71025
[OK] 15606.jpg 1600x1600 -> 1200x1200; size 633228 -> 85520
[OK] 15607.jpg 1600x1600 -> 1200x1200; size 780960 -> 78091
[OK] 15608.jpg 1600x1600 -> 1200x1200; size 577353 -> 62706
[OK] 15609.jpg 1600x1600 -> 1200x1200; size 709406 -> 82843
[OK] 15610.jpg 1600x1600 -> 1200x1200; size 692436 -> 71832
[OK] 15611.jpg 1600x1600 -> 1200x1200; size 746224 -> 164726
[OK] 15612.jpg 1600x1600 -> 1200x1200; size 653173 -> 77167
[OK] 15613.jpg 1600x1600 -> 1200x1200; size 710081 -> 88084
[OK] 15614.jpg 1600x1600 -> 1200x1200; size 723394 -> 152879
[OK] 15615.jpg 1600x1600 -> 1200x1200; size 690838 -> 88505
[OK] 15616.jpg 1600x1600 -> 1200x1200; size 721095 -> 87723
[OK] 15593.jpg 1600x1600 -> 1200x1200; size 663283 -> 79720
[OK] 15594.jpg 1600x1600 -> 1200x1200; size 701855 -> 82048
[OK] 15621.jpg 1600x1600 -> 1200x1200; size 664762 -> 73061
[OK] 15622.jpg 1600x1600 -> 1200x1200; size 572223 -> 67306
[OK] 15595.jpg 1600x1600 -> 1200x1200; size 838628 -> 81519
[OK] 15623.jpg 1600x1600 -> 1200x1200; size 678966 -> 76127
[OK] 15624.jpg 1600x1600 -> 1200x1200; size 600628 -> 72177
[OK] 15596.jpg 1600x1600 -> 1200x1200; size 736794 -> 176883
[OK] 15625.jpg 1600x1600 -> 1200x1200; size 687302 -> 82956
[OK] 15626.jpg 1600x1600 -> 1200x1200; size 737207 -> 79482
[OK] 15627.jpg 1600x1600 -> 1200x1200; size 651474 -> 71813
[OK] 15597.jpg 1600x1600 -> 1200x1200; size 601183 -> 70552
[OK] 15598.jpg 1600x1600 -> 1200x1200; size 837609 -> 125025
[OK] 15628.jpg 1600x1600 -> 1200x1200; size 657937 -> 74330
[OK] 15629.jpg 1600x1600 -> 1200x1200; size 645024 -> 73187
[OK] 15630.jpg 1600x1600 -> 1200x1200; size 661394 -> 82623
[OK] 15719.jpg 4433x4167 -> 1200x1128; size 1072057 -> 36757
[OK] 15720.jpg 2766x2600 -> 1200x1128; size 1471841 -> 75103
[OK] 15721.jpg 2766x2600 -> 1200x1128; size 1611901 -> 80573
[OK] 15722.jpg 2766x2600 -> 1200x1128; size 2429243 -> 79640
[OK] 15723.jpg 2766x2600 -> 1200x1128; size 1923257 -> 100522
[OK] 15724.jpg 1596x1500 -> 1200x1128; size 278804 -> 44635
[OK] 15749.jpg 1703x1600 -> 1200x1127; size 1127801 -> 66141
[OK] 15750.jpg 1703x1600 -> 1200x1127; size 548281 -> 61276
[OK] 125318.jpg 4433x4167 -> 1200x1128; size 110393 -> 31605
[OK] 975.jpg 1600x1600 -> 1200x1200; size 675221 -> 70474
[OK] 976.jpg 1600x1600 -> 1200x1200; size 558734 -> 85719
[OK] 977.jpg 1600x1600 -> 1200x1200; size 737602 -> 107885
[OK] 978.jpg 1600x1600 -> 1200x1200; size 504138 -> 72440
[OK] 980.jpg 1600x1600 -> 1200x1200; size 676561 -> 48690
[OK] 981.jpg 1600x1600 -> 1200x1200; size 656149 -> 66208
[OK] 982.jpg 1600x1600 -> 1200x1200; size 550270 -> 56160
[OK] 983.jpg 1600x1600 -> 1200x1200; size 826463 -> 52178
[OK] 984.jpg 1600x1600 -> 1200x1200; size 476992 -> 53843
[OK] 985.jpg 1600x1600 -> 1200x1200; size 629385 -> 49158
[OK] 986.jpg 1600x1600 -> 1200x1200; size 787998 -> 58288
[OK] 987.jpg 1600x1600 -> 1200x1200; size 622294 -> 67982
[OK] 989.jpg 1600x1600 -> 1200x1200; size 630881 -> 72553
[OK] 990.jpg 1600x1600 -> 1200x1200; size 874795 -> 54905
[OK] 991.jpg 1600x1600 -> 1200x1200; size 542887 -> 61094
[OK] 992.jpg 1600x1600 -> 1200x1200; size 455738 -> 43780
[OK] 993.jpg 1600x1600 -> 1200x1200; size 625896 -> 38268
[OK] 994.jpg 1600x1600 -> 1200x1200; size 561222 -> 39200
[OK] 995.jpg 1600x1600 -> 1200x1200; size 547226 -> 50875
[OK] 996.jpg 1600x1600 -> 1200x1200; size 631366 -> 37919
[OK] 997.jpg 1600x1600 -> 1200x1200; size 636245 -> 40383
[OK] 998.jpg 3914x3679 -> 1200x1128; size 3301200 -> 116384
[OK] 999.jpg 1600x1600 -> 1200x1200; size 284682 -> 77103
[OK] 1009.jpg 1600x1600 -> 1200x1200; size 141666 -> 54736
[OK] 1013.jpg 1600x1600 -> 1200x1200; size 138815 -> 53914
[OK] 1014.jpg 1600x1600 -> 1200x1200; size 146140 -> 56294
[OK] 1015.jpg 1703x1600 -> 1200x1127; size 417997 -> 61627
[OK] 1016.jpg 1600x1600 -> 1200x1200; size 127750 -> 53036
[OK] 1017.jpg 1600x1600 -> 1200x1200; size 314504 -> 37722
[OK] 1018.jpg 1600x1600 -> 1200x1200; size 305477 -> 37598
[OK] 1019.jpg 1600x1600 -> 1200x1200; size 324469 -> 39474
[OK] 1020.jpg 1703x1600 -> 1200x1127; size 155578 -> 36501
[OK] 1021.jpg 1600x1600 -> 1200x1200; size 323791 -> 38898
[OK] 1022.jpg 1600x1600 -> 1200x1200; size 314506 -> 39902
[OK] 1023.jpg 1600x1600 -> 1200x1200; size 284543 -> 37347
[OK] 1024.jpg 1600x1600 -> 1200x1200; size 272502 -> 33061
[OK] 1025.jpg 1703x1600 -> 1200x1127; size 300582 -> 65958
[OK] 1026.jpg 1703x1600 -> 1200x1127; size 260484 -> 59695
[OK] 1032.jpg 1703x1600 -> 1200x1127; size 196813 -> 122402
[OK] 1034.jpg 1703x1600 -> 1200x1127; size 753646 -> 73619
[OK] 1035.jpg 1703x1600 -> 1200x1127; size 666529 -> 79355
[OK] 1036.jpg 1703x1600 -> 1200x1127; size 119072 -> 79182
[OK] 1037.jpg 1703x1600 -> 1200x1127; size 595268 -> 86478
[OK] 1038.jpg 1703x1600 -> 1200x1127; size 654810 -> 101485
[OK] 1039.jpg 1703x1600 -> 1200x1127; size 609786 -> 81608
[OK] 1040.jpg 1703x1600 -> 1200x1127; size 764383 -> 85592
[OK] 1041.jpg 1703x1600 -> 1200x1127; size 806555 -> 83430
[OK] 1042.jpg 1703x1600 -> 1200x1127; size 339369 -> 56796
[OK] 1043.jpg 1703x1600 -> 1200x1127; size 169978 -> 38871
[OK] 1045.jpg 1600x1600 -> 1200x1200; size 273024 -> 35774
[OK] 1046.jpg 1600x1600 -> 1200x1200; size 299828 -> 36828
[OK] 1047.jpg 1600x1600 -> 1200x1200; size 299433 -> 36518
[OK] 1048.jpg 1600x1600 -> 1200x1200; size 307930 -> 36827
[OK] 1049.jpg 1600x1600 -> 1200x1200; size 286597 -> 32973
[OK] 1050.jpg 1600x1600 -> 1200x1200; size 297208 -> 36038
[OK] 1051.jpg 3091x3091 -> 1200x1200; size 697006 -> 36955
[OK] 1052.jpg 1703x1600 -> 1200x1127; size 130332 -> 34585
[OK] 1053.jpg 1600x1600 -> 1200x1200; size 23413 -> 33708
[OK] 1058.jpg 1600x1600 -> 1200x1200; size 288462 -> 32371
[OK] 1061.jpg 1600x1600 -> 1200x1200; size 261697 -> 35570
[OK] 1062.jpg 1600x1600 -> 1200x1200; size 265131 -> 35814
[OK] 1063.jpg 1600x1600 -> 1200x1200; size 264062 -> 35680
[OK] 1066.jpg 1703x1600 -> 1200x1127; size 124670 -> 81476
[OK] 1067.jpg 1703x1600 -> 1200x1127; size 303933 -> 68629
[OK] 1068.jpg 1600x1600 -> 1200x1200; size 434862 -> 47904
[OK] 1069.jpg 1600x1600 -> 1200x1200; size 808280 -> 63051
[OK] 1071.jpg 1703x1600 -> 1200x1127; size 39828 -> 39188
[OK] 1072.jpg 1703x1600 -> 1200x1127; size 57065 -> 40101
[OK] 1073.jpg 1703x1600 -> 1200x1127; size 25142 -> 34440
[OK] 1074.jpg 1703x1600 -> 1200x1127; size 41164 -> 39338
[OK] 1075.jpg 1703x1600 -> 1200x1127; size 62204 -> 45760
[OK] 1076.jpg 1703x1600 -> 1200x1127; size 47643 -> 41572
[OK] 1077.jpg 1703x1600 -> 1200x1127; size 48484 -> 40837
[OK] 1078.jpg 1703x1600 -> 1200x1127; size 30664 -> 33422
[OK] 1079.jpg 1703x1600 -> 1200x1127; size 47289 -> 40996
[OK] 1080.jpg 1703x1600 -> 1200x1127; size 28704 -> 31826
[OK] 1081.jpg 1703x1600 -> 1200x1127; size 23799 -> 33270
[OK] 1082.jpg 1703x1600 -> 1200x1127; size 36007 -> 37310
[OK] 1089.jpg 1703x1600 -> 1200x1127; size 36581 -> 37317
[OK] 1090.jpg 1703x1600 -> 1200x1127; size 51102 -> 41851
[OK] 1091.jpg 1703x1600 -> 1200x1127; size 41140 -> 38820
[OK] 1092.jpg 1703x1600 -> 1200x1127; size 40686 -> 37696
[OK] 1093.jpg 1703x1600 -> 1200x1127; size 27558 -> 32014
[OK] 1094.jpg 1703x1600 -> 1200x1127; size 41388 -> 38404
[OK] 1084.jpg 1600x1600 -> 1200x1200; size 421114 -> 78577
[OK] 1085.jpg 1600x1600 -> 1200x1200; size 118927 -> 73490
[OK] 1088.jpg 1703x1600 -> 1200x1127; size 161031 -> 99278
[OK] 15617.jpg 1600x1600 -> 1200x1200; size 308514 -> 36479
[OK] 15618.jpg 1703x1600 -> 1200x1127; size 508124 -> 40737
[OK] 15631.jpg 1600x1600 -> 1200x1200; size 285424 -> 32556
[OK] 15633.jpg 1703x1600 -> 1200x1127; size 709644 -> 51041
[OK] 15620.jpg 1600x1600 -> 1200x1200; size 441061 -> 44913
[OK] 15725.jpg 4433x4167 -> 1200x1128; size 1103849 -> 37455
[OK] 16575.jpg no-resize 958x900; size 156674 -> 24450
[OK] 16576.jpg no-resize 958x900; size 12395 -> 22109
[OK] 18471.jpg 1703x1600 -> 1200x1127; size 802039 -> 81106
[OK] 53890.jpg 1703x1600 -> 1200x1127; size 793896 -> 57247
[OK] 161189.jpg 1703x1600 -> 1200x1127; size 102264 -> 71618
[OK] 1095.jpg 1600x1600 -> 1200x1200; size 572681 -> 148521
[OK] 1096.jpg 1600x1600 -> 1200x1200; size 751188 -> 52557
[OK] 1097.jpg 1600x1600 -> 1200x1200; size 904488 -> 57168
[OK] 1098.jpg 1600x1600 -> 1200x1200; size 626526 -> 100491
[OK] 1099.jpg 1600x1600 -> 1200x1200; size 663843 -> 104886
[OK] 1100.jpg 1600x1600 -> 1200x1200; size 726426 -> 97171
[OK] 1101.jpg 1600x1600 -> 1200x1200; size 559644 -> 65966
[OK] 1102.jpg 1600x1600 -> 1200x1200; size 577063 -> 101101
[OK] 1103.jpg 1600x1600 -> 1200x1200; size 545325 -> 87753
[OK] 1104.jpg 1600x1600 -> 1200x1200; size 509203 -> 56554
[OK] 1105.jpg 1600x1600 -> 1200x1200; size 582256 -> 140594
[OK] 1106.jpg 1600x1600 -> 1200x1200; size 667128 -> 118546
[OK] 1107.jpg 1600x1600 -> 1200x1200; size 653118 -> 93093
[OK] 1108.jpg 1600x1600 -> 1200x1200; size 534435 -> 97256
[OK] 1109.jpg 1600x1600 -> 1200x1200; size 523766 -> 70050
[OK] 1110.jpg 1600x1600 -> 1200x1200; size 517684 -> 86984
[OK] 1111.jpg 1600x1600 -> 1200x1200; size 536512 -> 91029
[OK] 1112.jpg 1600x1600 -> 1200x1200; size 708896 -> 113398
[OK] 1113.jpg 1600x1600 -> 1200x1200; size 735167 -> 39391
[OK] 1114.jpg 1600x1600 -> 1200x1200; size 603826 -> 142931
[OK] 1115.jpg 1600x1600 -> 1200x1200; size 740967 -> 42856
[OK] 1116.jpg 1600x1600 -> 1200x1200; size 756488 -> 40230
[OK] 1117.jpg 1600x1600 -> 1200x1200; size 561081 -> 80707
[OK] 1118.jpg 1600x1600 -> 1200x1200; size 612644 -> 84147
[OK] 1119.jpg 1600x1600 -> 1200x1200; size 612624 -> 63829
[OK] 1120.jpg 1600x1600 -> 1200x1200; size 443594 -> 42166
[OK] 1121.jpg 1600x1600 -> 1200x1200; size 406057 -> 54862
[OK] 1122.jpg 1600x1600 -> 1200x1200; size 472040 -> 78714
[OK] 1123.jpg 1600x1600 -> 1200x1200; size 566306 -> 68776
[OK] 1124.jpg 1600x1600 -> 1200x1200; size 647739 -> 73243
[OK] 1125.jpg 1600x1600 -> 1200x1200; size 470510 -> 68368
[OK] 1126.jpg 1600x1600 -> 1200x1200; size 355972 -> 45290
[OK] 1127.jpg 1600x1600 -> 1200x1200; size 415986 -> 53610
[OK] 1128.jpg 1600x1600 -> 1200x1200; size 574955 -> 79102
[OK] 1129.jpg 1600x1600 -> 1200x1200; size 612487 -> 83187
[OK] 1130.jpg 1600x1600 -> 1200x1200; size 22574 -> 35432
[OK] 1131.jpg 1600x1600 -> 1200x1200; size 90436 -> 58099
[OK] 1132.jpg 1600x1600 -> 1200x1200; size 33291 -> 39097
[OK] 1133.jpg 1600x1600 -> 1200x1200; size 93903 -> 59454
[OK] 1134.jpg 1600x1600 -> 1200x1200; size 39946 -> 39182
[OK] 1135.jpg 1600x1600 -> 1200x1200; size 29282 -> 37351
[OK] 1136.jpg 1600x1600 -> 1200x1200; size 117125 -> 66835
[OK] 1137.jpg 1600x1600 -> 1200x1200; size 53033 -> 42770
[OK] 1138.jpg 1600x1600 -> 1200x1200; size 27132 -> 37140
[OK] 1139.jpg 1600x1600 -> 1200x1200; size 90122 -> 57688
[OK] 1140.jpg 1600x1600 -> 1200x1200; size 72380 -> 48741
[OK] 1141.jpg 1600x1600 -> 1200x1200; size 156324 -> 93419
[OK] 1142.jpg 1600x1600 -> 1200x1200; size 59075 -> 44130
[OK] 1143.jpg 1600x1600 -> 1200x1200; size 119627 -> 66635
[OK] 1148.jpg 1703x1600 -> 1200x1127; size 76443 -> 58200
[OK] 1149.jpg 1703x1600 -> 1200x1127; size 90288 -> 64040
[OK] 1150.jpg 1703x1600 -> 1200x1127; size 77883 -> 59034
[OK] 1151.jpg 1703x1600 -> 1200x1127; size 81001 -> 60407
[OK] 1152.jpg 1703x1600 -> 1200x1127; size 85390 -> 61384
[OK] 1154.jpg 1703x1600 -> 1200x1127; size 65353 -> 51800
[OK] 1155.jpg 1703x1600 -> 1200x1127; size 79034 -> 56900
[OK] 1156.jpg 1703x1600 -> 1200x1127; size 84403 -> 61446
[OK] 1157.jpg 1703x1600 -> 1200x1127; size 89371 -> 60118
[OK] 1158.jpg 1703x1600 -> 1200x1127; size 84462 -> 59398
[OK] 1159.jpg 1703x1600 -> 1200x1127; size 74712 -> 56888
[OK] 1160.jpg 1703x1600 -> 1200x1127; size 79184 -> 59418
[OK] 1161.jpg 1703x1600 -> 1200x1127; size 393316 -> 55654
[OK] 1162.jpg 1703x1600 -> 1200x1127; size 78781 -> 58249
[OK] 1163.jpg 1703x1600 -> 1200x1127; size 82850 -> 60952
[OK] 1164.jpg 1703x1600 -> 1200x1127; size 55271 -> 47730
[OK] 1165.jpg 1703x1600 -> 1200x1127; size 64953 -> 52188
[OK] 1167.jpg 1703x1600 -> 1200x1127; size 55968 -> 48049
[OK] 1168.jpg 1703x1600 -> 1200x1127; size 148649 -> 96682
[OK] 1169.jpg 1703x1600 -> 1200x1127; size 162580 -> 99851
[OK] 1170.jpg 2051x2058 -> 1200x1204; size 25991 -> 30705
[OK] 1171.jpg 2447x2301 -> 1200x1128; size 505274 -> 26767
[OK] 1172.jpg 2447x2301 -> 1200x1128; size 746206 -> 42432
[OK] 1173.jpg 2447x2301 -> 1200x1128; size 777365 -> 42803
[OK] 1174.jpg 2447x2301 -> 1200x1128; size 857907 -> 45592
[OK] 1175.jpg 2447x2301 -> 1200x1128; size 704951 -> 37537
[OK] 1176.jpg 2447x2301 -> 1200x1128; size 610075 -> 33722
[OK] 1177.jpg 2051x2058 -> 1200x1204; size 64850 -> 43997
[OK] 1178.jpg 2051x2058 -> 1200x1204; size 69306 -> 46389
[OK] 1179.jpg 2051x2058 -> 1200x1204; size 69780 -> 48374
[OK] 1180.jpg 2051x2058 -> 1200x1204; size 71922 -> 49518
[OK] 1181.jpg 2051x2058 -> 1200x1204; size 56820 -> 44018
[OK] 1182.jpg 2051x2058 -> 1200x1204; size 60841 -> 45214
[OK] 1185.jpg 3046x2864 -> 1200x1128; size 1235688 -> 39281
[OK] 1186.jpg 2861x2690 -> 1200x1128; size 91623 -> 40212
[OK] 1188.jpg 1703x1600 -> 1200x1127; size 81386 -> 39803
[OK] 1190.jpg 3543x3543 -> 1200x1200; size 93548 -> 34756
[OK] 1192.jpg 1600x1600 -> 1200x1200; size 978686 -> 88286
[OK] 1198.jpg 1703x1600 -> 1200x1127; size 585228 -> 71450
[OK] 1199.jpg 1600x1600 -> 1200x1200; size 1273390 -> 73593
[OK] 1200.jpg 1600x1600 -> 1200x1200; size 750209 -> 72324
[OK] 1201.jpg 1600x1600 -> 1200x1200; size 772364 -> 81632
[OK] 1202.jpg 1600x1600 -> 1200x1200; size 1087533 -> 67487
[OK] 1203.jpg 1600x1600 -> 1200x1200; size 1453765 -> 87521
[OK] 1281.jpg 1600x1600 -> 1200x1200; size 239616 -> 53855
[OK] 15635.jpg 1703x1600 -> 1200x1127; size 533453 -> 41002
[OK] 15636.jpg 1703x1600 -> 1200x1127; size 638592 -> 42357
[OK] 15902.jpg 1703x1600 -> 1200x1127; size 56001 -> 45926
[OK] 18336.jpg 1600x1600 -> 1200x1200; size 122601 -> 36546
[OK] 18416.jpg 1703x1600 -> 1200x1127; size 1156979 -> 90238
[OK] 162958.jpg 3543x3543 -> 1200x1200; size 396123 -> 79351
[OK] 1204.jpg 1600x1600 -> 1200x1200; size 1392563 -> 76033
[OK] 1205.jpg 1600x1600 -> 1200x1200; size 1281499 -> 91497
[OK] 1206.jpg 1600x1600 -> 1200x1200; size 646732 -> 90388
[OK] 1208.jpg 1600x1600 -> 1200x1200; size 916453 -> 127198
[OK] 1209.jpg 1600x1600 -> 1200x1200; size 539080 -> 84814
[OK] 1210.jpg 1600x1600 -> 1200x1200; size 1484761 -> 90654
[OK] 1211.jpg 1600x1600 -> 1200x1200; size 568879 -> 85139
[OK] 1212.jpg 1600x1600 -> 1200x1200; size 728014 -> 74113
[OK] 1213.jpg 1600x1600 -> 1200x1200; size 694073 -> 70529
[OK] 1214.jpg 1600x1600 -> 1200x1200; size 1034573 -> 68826
[OK] 1215.jpg 1600x1600 -> 1200x1200; size 1349552 -> 84066
[OK] 1216.jpg 1600x1600 -> 1200x1200; size 1295304 -> 74085
[OK] 1217.jpg 1600x1600 -> 1200x1200; size 1233030 -> 88701
[OK] 1218.jpg 1600x1600 -> 1200x1200; size 1213710 -> 68604
[OK] 1219.jpg 1600x1600 -> 1200x1200; size 700088 -> 99030
[OK] 1220.jpg 1600x1600 -> 1200x1200; size 851026 -> 124406
